%%Longitude	Latitude	Strike1	Dip1	Rake1	Strike2	Dip2	Rake2	Depth	Magnitude	SH	FaultingType	Crustal	Clustered	Source	Year	Month	Day	Hour	Minute
-144.67	63.148	116	53	122	250	47	55	3.9183	3.83	183.96	2.5	1	1	2	2002	11	10	314	6
-147.82	63.55	158	19	-18	265	84	-108	10.604	4.16	999	0	1	1	2	2002	11	10	314	9
-148.29	63.465	196	39	44	69	64	120	9.2239	4.06	137.6	2.5	1	1	2	2002	11	10	314	15
-147.9	63.514	27	81	-33	123	57	-169	11.132	4.25	168.99	1.5	1	1	2	2002	11	10	314	21
-147.27	63.544	304	66	-140	195	54	-30	2.3899	3.81	157.1	1	1	1	2	2002	11	11	315	20
-147.69	63.578	148	23	-47	283	73	-106	1.0362	4.05	287.36	0.5	1	1	2	2002	11	11	315	20
-147.77	63.583	148	23	-44	280	74	-107	2.2791	3.85	284.37	0.5	1	1	2	2002	11	11	315	22
-144.92	63.334	236	72	-2	327	88	-162	0.9392	4.27	189.9	1.5	1	1	2	2002	11	12	316	0
-147.01	63.554	211	27	27	97	78	114	1.1492	3.83	999	0	1	1	2	2002	11	13	317	8
-144.38	63.127	337	17	137	109	78	77	3.3862	4.55	209.25	2.5	1	1	2	2002	11	13	317	13
-147.59	63.547	199	41	62	54	55	112	3.2788	4.05	128.55	2.5	1	1	2	2002	11	14	318	3
-146.14	63.423	228	57	21	126	73	145	4.788	5.05	180.08	1.5	1	1	2	2002	11	14	318	14
-147.18	63.446	215	53	59	80	47	124	6.0677	4.01	326.4	2.5	1	1	2	2002	11	15	319	5
-147.64	63.573	186	54	-12	283	80	-143	1.3423	3.83	139.59	1.5	1	1	2	2002	11	15	319	8
-147.84	63.485	236	22	61	87	71	101	2.4334	3.77	168.24	2.5	1	1	2	2002	11	15	319	22
-145.27	63.302	237	50	18	135	76	139	6.3517	4.19	191.59	1.5	1	1	2	2002	11	17	321	9
-147.53	63.233	15	50	22	270	73	138	1.5316	3.45	327.64	2	1	1	2	2002	11	18	322	4
-147.62	63.522	200	83	20	107	70	173	6.128	4.22	155.34	1.5	1	1	2	2002	11	18	322	7
-147.52	63.595	171	28	7	75	87	118	3.1942	3.98	999	0	1	1	2	2002	11	18	322	20
-145.07	63.438	76	62	-2	167	88	-152	6.1582	3.76	27.983	1.5	1	1	2	2002	11	19	323	17
-143.45	62.827	312	86	178	42	88	4	5.3289	3.83	357.12	1.5	1	1	2	2002	11	20	324	13
-145.42	63.25	116	41	109	271	52	74	4.6334	4.38	12.629	2.5	1	1	2	2002	11	26	330	16
-143.33	62.797	3	7	92	181	83	90	4.56	4.03	999	0	1	1	2	2002	11	27	331	5
-142.81	62.551	215	56	-12	312	80	-145	1	3.92	169.02	1.5	1	1	2	2002	11	27	331	11
-145.39	63.297	335	34	122	118	62	70	5.5965	4.65	222.23	2.5	1	1	2	2002	12	1	335	7
-144.68	63.479	185	80	156	279	66	11	1	3.91	234.12	1.5	1	1	2	2002	12	5	339	6
-143.63	62.898	331	37	137	98	66	61	8.8058	3.7	208.47	2.5	1	1	2	2002	12	6	340	11
-147.54	63.472	288	88	175	18	85	2	10.202	3.92	333	1.5	1	1	2	2002	12	7	341	7
-145.26	63.277	150	85	148	243	58	6	5.4634	3.78	200.87	1.5	1	1	2	2002	12	8	342	10
-144.5	63.089	76	81	5	345	85	171	3.6309	4.23	30.356	1.5	1	1	2	2002	12	9	343	21
-143.23	62.647	19	72	178	110	88	18	0.262	4.46	65.746	1.5	1	1	2	2002	12	13	347	23
-151.38	59.29	211	48	23	105	73	136	56.803	4.05	163.5	2	0	0	2	2002	12	14	348	11
-144.96	63.32	315	16	117	107	76	83	5.899	4.08	203.15	2.5	1	1	2	2002	12	14	348	16
-141.17	62.19	134	79	-166	41	76	-11	4.1899	3.6	357.35	1.5	1	1	2	2002	12	16	350	18
-150.95	63.625	76	90	180	166	90	0	10.548	3.86	301	1.5	1	0	2	2002	12	17	351	9
-145.84	63.411	252	41	-138	128	64	-57	8.5998	3.51	291.97	0.5	1	1	2	2002	12	18	352	20
-142.34	62.17	90	69	-2	181	88	-159	1	3.94	43.431	1.5	1	1	2	2002	12	20	354	9
-152.65	60.206	265	54	113	49	42	62	98.156	3.52	338.86	2.5	0	1	2	2002	12	20	354	21
-144.34	63.106	112	64	81	312	27	108	3.5472	3.73	208.7	2.5	1	1	2	2002	12	23	357	1
-148.26	63.481	214	18	53	72	76	101	5.9828	4.46	153.39	2.5	1	1	2	2002	12	27	361	5
-143.53	63.057	5	62	169	100	80	28	1	4.01	229.73	1.5	1	1	2	2002	12	27	361	21
-145.23	63.332	260	47	67	112	48	113	4.4071	3.53	186.04	2.5	1	1	2	2002	12	28	362	0
-148.61	64.954	200	81	-2	290	88	-171	17.627	3.43	154.82	1.5	1	0	2	2002	12	29	363	20
-144.97	63.296	344	44	166	84	80	47	0.7493	3.49	999	0	1	1	2	2002	12	31	365	13
-143.23	62.658	332	24	82	161	66	94	2.3315	3.5	248.06	2.5	1	1	2	2003	1	1	1	15
-146.11	63.447	240	52	53	111	51	128	1.8752	3.58	355.19	2.5	1	1	2	2003	1	1	1	23
-147.94	63.58	282	27	155	35	79	65	5.8326	3.5	999	0	1	1	2	2003	1	2	2	6
-147.56	63.482	131	48	-56	266	52	-122	3.5625	2.86	286.71	0.5	1	1	2	2003	1	2	2	17
-148.24	63.469	190	23	44	58	74	107	2.9588	3.28	134.93	2.5	1	1	2	2003	1	3	3	2
-147.53	63.455	108	68	178	199	88	22	4.1037	2.86	155.55	1.5	1	1	2	2003	1	3	3	11
-148.25	63.455	347	14	154	102	84	77	6.8083	3.71	999	0	1	1	2	2003	1	3	3	13
-144.22	63.05	321	26	112	117	66	80	2.7157	2.99	214.59	2.5	1	1	2	2003	1	3	3	14
-145	63.239	236	78	-2	326	88	-168	7.8133	2.93	190.6	1.5	1	1	2	2003	1	3	3	15
-144.93	63.285	336	48	174	70	86	42	0.1694	3.45	999	0	1	1	2	2003	1	3	3	17
-145.23	63.275	234	57	31	126	64	143	4.3934	3.6	181.45	2	1	1	2	2003	1	3	3	21
-148.23	63.466	181	23	47	46	73	106	6.776	2.93	123.66	2.5	1	1	2	2003	1	4	4	1
-143.61	62.905	107	50	56	333	51	124	8.871	3.13	40.292	2.5	1	1	2	2003	1	4	4	4
-147.32	63.571	237	1	68	79	89	90	7.6631	3.13	999	0	1	1	2	2003	1	5	5	7
-151.39	62.493	349	37	-166	248	82	-54	91.235	3.73	999	0	0	0	2	2003	1	5	5	21
-143.74	63.079	17	71	-169	283	80	-19	1	2.85	61.251	1.5	1	1	2	2003	1	6	6	2
-142.87	62.534	343	47	122	121	52	60	1	3.53	230.97	2.5	1	1	2	2003	1	6	6	4
-147.16	63.432	85	38	110	240	55	75	5.5573	4.61	340.85	2.5	1	1	2	2003	1	6	6	10
-147.1	63.429	191	32	55	51	64	110	1.4503	2.81	126.1	2.5	1	1	2	2003	1	6	6	14
-147.13	63.448	243	39	87	67	51	92	4.9593	3.42	155.13	2.5	1	1	2	2003	1	7	7	4
-147.12	63.441	248	60	167	345	79	31	2.6834	2.8	113.12	1.5	1	1	2	2003	1	7	7	6
-143.63	62.879	359	39	138	124	65	59	1	2.81	236.11	2.5	1	1	2	2003	1	8	8	0
-144.9	63.327	111	60	133	229	51	40	1	3.83	172.03	2.5	1	1	2	2003	1	8	8	8
-147.12	63.445	83	46	152	193	70	48	4.9421	3.47	312.82	2	1	1	2	2003	1	8	8	23
-142.85	62.534	283	43	51	151	58	120	1	2.93	219.72	2.5	1	1	2	2003	1	9	9	0
-145.23	63.319	264	36	50	130	63	115	0.988	3.04	202.03	2.5	1	1	2	2003	1	9	9	21
-148.25	63.469	161	40	16	59	80	129	4.1532	2.81	999	0	1	1	2	2003	1	10	10	3
-142.62	62.313	55	71	10	322	81	161	3.562	2.88	9.5027	1.5	1	1	2	2003	1	10	10	17
-147.4	63.599	38	44	179	129	89	46	2.8405	3.81	999	0	1	1	2	2003	1	10	10	20
-147.92	63.766	299	28	135	70	71	69	8.8205	3.16	176.12	2.5	1	1	2	2003	1	11	11	13
-147.12	63.455	230	41	69	77	52	107	4.7366	2.9	154.76	2.5	1	1	2	2003	1	12	12	4
-151.12	63.338	102	74	178	193	88	16	14.964	3.65	148.4	1.5	1	0	2	2003	1	13	13	2
-145.13	63.312	334	53	176	66	87	37	2.4322	3.13	999	0	1	1	2	2003	1	14	14	8
-142.84	62.54	223	74	-7	315	83	-164	7.1622	3.26	178.07	1.5	1	1	2	2003	1	15	15	8
-145.17	63.27	226	35	-35	346	71	-120	5.3476	3.22	356.52	0.5	1	1	2	2003	1	16	16	20
-147.39	63.542	63	41	78	259	50	100	5.7017	3.27	341.48	2.5	1	1	2	2003	1	17	17	2
-147.56	63.574	242	42	115	30	53	69	6.0115	2.86	134.53	2.5	1	1	2	2003	1	17	17	4
-154.1	59.071	96	40	54	319	59	116	117.06	3.84	30.965	2.5	0	0	2	2003	1	17	17	18
-147.08	63.533	252	69	-168	158	79	-21	0.9635	2.93	296.14	1.5	1	1	2	2003	1	19	19	3
-152.95	60.065	75	48	23	329	73	136	122.28	4	27.499	2	0	1	2	2003	1	19	19	11
-147.31	63.579	207	44	44	82	61	125	2.5796	3.07	148.06	2.5	1	1	2	2003	1	19	19	14
-153.52	59.728	68	45	7	333	85	135	141	3.48	999	0	0	0	2	2003	1	20	20	13
-144.36	63.114	312	76	180	42	90	14	1.1377	3.07	357.86	1.5	1	1	2	2003	1	21	21	2
-143.79	63.075	116	78	9	24	81	168	1	3.91	69.754	1.5	1	1	2	2003	1	21	21	4
-145.14	63.266	120	39	131	252	62	62	0.7213	5.39	1.649	2.5	1	1	2	2003	1	24	24	4
-145.22	63.252	56	60	40	303	56	143	2.688	2.94	178.83	2	1	1	2	2003	1	24	24	6
-147.69	63.57	0	7	160	110	88	83	3.2975	2.97	999	0	1	1	2	2003	1	26	26	18
-151.44	60.268	87	46	42	325	61	128	51.474	3.73	29.111	2.5	0	0	2	2003	1	27	27	12
-145.24	63.3	250	26	-162	144	82	-65	3.4186	3.16	999	0	1	1	2	2003	1	27	27	23
-143.4	63.172	265	62	-13	1	79	-151	1	3.91	220.41	1.5	1	1	2	2003	1	28	28	13
-149.68	60.682	168	45	-140	47	63	-53	36.22	3.82	208.12	0.5	0	0	2	2003	1	28	28	21
-148.25	63.486	170	33	31	53	74	119	8.848	2.96	121.27	2.5	1	1	2	2003	1	31	31	19
-144.2	63.06	319	40	137	85	64	58	0.2467	2.93	196.89	2.5	1	1	2	2003	2	1	32	0
-143.9	62.925	183	56	-161	82	74	-36	6.501	3.37	226.08	1.5	1	1	2	2003	2	1	32	5
-147.27	63.496	70	47	95	243	43	85	4.3922	3.01	156.46	2.5	1	1	2	2003	2	2	33	23
-145.9	63.413	88	47	-90	268	43	-90	3.2759	3.44	88	0.5	1	1	2	2003	2	4	35	11
-147.29	63.589	177	42	-21	283	76	-130	5.3328	3.79	999	0	1	1	2	2003	2	4	35	12
-146.12	63.461	109	42	133	238	61	58	3.2119	3.5	349.65	2.5	1	1	2	2003	2	4	35	20
-150.32	61.362	350	41	-105	190	51	-77	48.655	3.38	1.4324	0.5	0	0	2	2003	2	5	36	11
-151.39	63.258	7	39	63	220	56	110	4.3163	3.58	295.96	2.5	1	0	2	2003	2	5	36	19
-146.11	63.473	218	83	5	127	85	173	0.8875	3.18	172.59	1.5	1	1	2	2003	2	7	38	22
-145.13	63.48	73	83	14	341	76	173	0.6515	3.3	27.786	1.5	1	1	2	2003	2	8	39	2
-148.23	63.471	202	38	90	22	52	90	5.9266	3.1	112	2.5	1	1	2	2003	2	9	40	13
-153.35	59.92	152	14	-210	271	83	78	120.65	3.51	999	0	0	1	2	2003	2	10	41	7
-144.43	63.099	216	69	22	118	70	158	5.7894	3.03	166.97	1.5	1	1	2	2003	2	10	41	9
-152	62.377	13	71	14	278	77	160	110.37	2.99	326.45	1.5	0	0	2	2003	2	10	41	12
-140.95	61.906	104	44	60	323	53	116	5	3.03	34.78	2.5	1	0	2	2003	2	11	42	8
-145.63	59.233	70	23	59	283	70	102	20.139	4.24	3.5843	2.5	0	0	2	2003	2	12	43	0
-147.07	63.533	196	49	4	103	87	139	1	2.84	999	0	1	1	2	2003	2	13	44	2
-146.99	63.547	34	6	-79	203	84	-91	1.3611	3.66	999	0	1	1	2	2003	2	13	44	11
-147.04	63.564	177	51	6	83	85	141	1	3.08	999	0	1	1	2	2003	2	13	44	22
-145.35	63.277	286	22	70	127	69	98	4.9021	3.05	211.35	2.5	1	1	2	2003	2	14	45	0
-147.86	63.521	57	54	-177	325	88	-36	2.2771	2.83	999	0	1	1	2	2003	2	15	46	9
-147.12	63.451	130	85	-187	221	83	5	0.6681	2.94	175.2	1.5	1	1	2	2003	2	15	46	20
-153.33	59.922	68	48	20	324	75	136	137.94	3.56	22.032	2	0	0	2	2003	2	16	47	3
-152.9	60.488	71	69	-177	340	87	-21	3.6308	3.68	117.36	1.5	1	0	2	2003	2	17	48	4
-145.54	63.355	111	50	104	270	42	74	3.5547	2.87	191.13	2.5	1	1	2	2003	2	17	48	6
-146.1	63.44	98	45	118	241	51	65	0.8695	2.93	348.58	2.5	1	1	2	2003	2	17	48	16
-148.2	64.376	324	69	-172	231	83	-21	18.938	3.41	9.1978	1.5	1	0	2	2003	2	19	50	13
-149.07	63.851	42	2	-151	283	89	-88	120.03	3.18	999	0	0	0	2	2003	2	19	50	19
-147.41	63.545	227	53	79	65	38	104	4.4401	3.08	324.82	2.5	1	1	2	2003	2	22	53	5
-147.51	63.588	207	25	12	106	85	115	5.0167	3.48	999	0	1	1	2	2003	2	22	53	23
-153.23	60.399	279	48	120	58	50	61	153.31	3.1	168.29	2.5	0	0	2	2003	2	23	54	5
-151.58	62.697	28	69	172	121	83	21	6.022	2.9	252.8	1.5	1	0	2	2003	2	23	54	21
-146.79	61.193	76	37	-77	240	54	-100	14.846	2.92	245.55	0.5	1	0	2	2003	2	24	55	7
-147.09	63.547	196	56	4	104	87	146	1	2.97	999	0	1	1	2	2003	2	25	56	5
-151.03	63.588	264	77	166	357	76	13	4.8092	3.13	310.53	1.5	1	0	2	2003	2	25	56	7
-148.28	63.467	191	28	33	71	75	114	4.8126	3.36	142.43	2.5	1	1	2	2003	2	25	56	9
-144.17	63.029	142	74	165	236	76	17	6.3069	3.2	8.9108	1.5	1	1	2	2003	2	25	56	19
-147.16	63.45	300	78	-169	208	79	-12	4.7238	3.2	343.96	1.5	1	1	2	2003	2	26	57	6
-141.03	61.485	228	81	-14	320	76	-171	5	2.87	4.5853	1.5	1	0	2	2003	2	26	57	20
-156.65	58.356	14	20	-27	130	81	-108	199.03	5.51	999	0	0	0	2	2003	2	27	58	15
-145.44	63.294	244	55	22	141	72	143	5.7972	2.93	195.88	1.5	1	1	2	2003	3	2	61	21
-154.56	58.096	198	45	62	55	51	115	86.754	3.55	127.42	2.5	0	0	2	2003	3	3	62	1
-145.18	63.37	283	40	72	126	52	105	4.5322	3.67	205.7	2.5	1	1	2	2003	3	3	62	12
-143.59	62.853	241	44	-46	8	60	-124	2.4589	3.17	26.214	0.5	1	1	2	2003	3	3	62	15
-147.06	63.526	277	55	172	12	83	35	1.1057	3.12	139.23	1.5	1	1	2	2003	3	4	63	18
-147.07	63.512	348	58	13	251	79	147	1.6399	3.04	303.21	1.5	1	1	2	2003	3	4	63	18
-144.42	63.139	309	41	134	77	62	59	4.5594	3.35	188.91	2.5	1	1	2	2003	3	6	65	18
-152.04	64.545	191	28	-11	291	85	-118	10	3.4	999	0	1	0	2	2003	3	7	66	3
-147.35	63.601	208	44	72	52	49	107	2.2349	2.97	130.63	2.5	1	1	2	2003	3	7	66	9
-144.42	63.122	211	58	16	112	76	147	6.7659	3.12	165.04	1.5	1	1	2	2003	3	8	67	0
-150.99	63.051	68	49	86	254	41	95	131.56	3.77	160.83	2.5	0	0	2	2003	3	8	67	5
-149.49	61.219	81	46	-49	210	57	-124	34.051	3.41	229.87	0.5	0	0	2	2003	3	8	67	22
-147.56	63.59	203	19	27	87	82	107	7.1821	4.09	999	0	1	1	2	2003	3	9	68	10
-146.41	63.553	46	62	-31	152	63	-148	0.0862	2.88	8.689	1	1	1	2	2003	3	11	70	10
-147.3	63.491	121	71	168	215	79	19	6.0431	3.13	347.01	1.5	1	1	2	2003	3	13	72	17
-145.25	63.266	196	32	-200	303	80	60	4.5495	3.16	999	0	1	1	2	2003	3	14	73	8
-147.55	63.507	76	78	-6	167	84	-168	0.3925	3.03	31.154	1.5	1	1	2	2003	3	14	73	20
-149.21	62.417	257	52	-179	166	89	-38	1	2.89	999	0	1	0	2	2003	3	16	75	14
-144.11	63.039	154	81	173	245	83	9	4.9665	2.97	199.7	1.5	1	1	2	2003	3	18	77	11
-144.25	63.065	164	59	-21	265	72	-147	3.902	2.81	122.13	1.5	1	1	2	2003	3	19	78	2
-145.53	63.33	19	48	-167	280	80	-43	4.8636	3.66	999	0	1	1	2	2003	3	20	79	17
-147.69	63.535	240	41	56	102	57	116	9.5791	3.21	173.57	2.5	1	1	2	2003	3	21	80	5
-144.02	62.947	328	50	70	178	44	112	2.3722	2.84	72.017	2.5	1	1	2	2003	3	22	81	18
-142.55	62.305	175	85	-171	84	81	-5	0.1462	2.98	39.365	1.5	1	1	2	2003	3	22	81	20
-142.85	62.533	333	23	135	106	74	73	1	2.94	208.83	2.5	1	0	2	2003	3	23	82	4
-146.05	63.481	148	83	169	239	79	7	6.0221	4.42	193.36	1.5	1	1	2	2003	3	23	82	9
-146.02	63.465	67	76	15	333	75	166	3.4733	2.9	200.08	1.5	1	1	2	2003	3	23	82	10
-146.05	63.481	124	50	115	268	46	63	2.1205	3.28	196.6	2.5	1	1	2	2003	3	23	82	10
-146.98	63.523	58	43	134	185	61	57	2.9915	2.99	298.1	2.5	1	1	2	2003	3	26	85	6
-144.97	63.227	85	54	-148	335	65	-41	1.9707	2.82	122.12	1	1	1	2	2003	3	26	85	21
-147.72	63.483	56	43	48	287	60	122	8.7301	2.88	354.63	2.5	1	1	2	2003	3	30	89	8
-147.88	63.518	243	20	127	24	74	78	1.3337	4.35	124.15	2.5	1	1	2	2003	3	30	89	13
-149.37	65.024	298	53	-163	198	76	-38	21.536	3.61	342.46	1.5	1	0	2	2003	4	1	91	19
-149.81	61.517	11	71	15	276	76	160	54.906	3.45	324.17	1.5	0	0	2	2003	4	2	92	4
-149.99	65.28	185	83	7	94	83	173	16.293	4.92	139.57	1.5	1	0	2	2003	4	2	92	6
-150	65.288	189	60	-28	294	66	-147	16.642	4.34	150.27	1.5	1	0	2	2003	4	2	92	6
-145.33	63.296	345	89	3	255	87	179	1.0065	2.96	300.01	1.5	1	1	2	2003	4	2	92	8
-147.5	63.495	273	46	154	22	72	47	1	3.26	141.72	2	1	1	2	2003	4	2	92	23
-152.32	59.707	294	78	-168	201	78	-12	74.834	3.67	337.76	1.5	0	0	2	2003	4	3	93	23
-148.93	63.532	265	79	-171	173	81	-11	11.414	3.1	309.32	1.5	1	1	2	2003	4	5	95	9
-152.46	60.085	344	55	148	94	64	40	80.12	4.07	216.94	2	0	0	2	2003	4	6	96	0
-145.32	63.44	138	44	86	324	46	94	7.8821	2.85	50.828	2.5	1	1	2	2003	4	7	97	8
-150.24	62.943	103	81	23	9	67	170	109.76	3.77	234.27	1.5	0	0	2	2003	4	8	98	4
-148.04	63.488	267	74	16	172	75	163	4.9805	2.89	219.82	1.5	1	1	2	2003	4	8	98	22
-147.69	63.48	253	43	130	24	59	59	10.078	2.87	135.64	2.5	1	1	2	2003	4	9	99	11
-143.12	63.13	355	14	83	182	76	92	1	2.82	270.78	2.5	1	1	2	2003	4	10	100	10
-152.68	59.462	335	83	2	65	88	7	88.552	3.48	289.68	1.5	0	0	2	2003	4	11	101	5
-147.14	63.447	220	53	60	84	46	124	3.3823	3.42	330.75	2.5	1	1	2	2003	4	13	103	20
-144.4	63.162	271	39	28	159	73	126	2.2552	2.81	222.61	2	1	1	2	2003	4	14	104	8
-142.88	62.538	2	30	173	98	87	60	3.9506	3.72	999	0	1	0	2	2003	4	14	104	11
-148.21	63.47	174	24	87	357	66	91	7.0679	2.81	86.272	2.5	1	1	2	2003	4	16	106	8
-147.09	63.536	205	56	31	96	65	142	0.9805	3.47	152.5	2	1	1	2	2003	4	17	107	1
-150.61	61.837	203	27	97	15	63	86	62.615	3.73	107.8	2.5	0	0	2	2003	4	17	107	19
-147.44	61.319	256	86	-14	347	76	-176	13.042	3.75	32.274	1.5	1	0	2	2003	4	17	107	22
-147.22	63.417	84	45	156	191	73	48	3.9481	3.14	311.44	2	1	1	2	2003	4	17	107	23
-147.81	62.164	11	52	-135	249	56	-48	26.771	3.53	42.619	0.5	1	0	2	2003	4	18	108	3
-144.65	63.133	324	17	121	112	75	81	6.2435	3.52	209.15	2.5	1	1	2	2003	4	19	109	7
-146.89	62.084	135	87	-169	44	79	-3	55.446	4.2	359.22	1.5	0	0	2	2003	4	19	109	17
-147.33	63.481	209	38	64	61	56	109	3.151	2.92	137.32	2.5	1	1	2	2003	4	25	115	13
-147.34	63.573	164	40	-6	259	86	-130	4.6285	2.98	999	0	1	1	2	2003	4	28	118	7
-144.69	63.271	260	48	1	169	89	138	7.4455	3.12	999	0	1	1	2	2003	4	28	118	8
-147.3	63.493	49	41	106	208	51	77	1	2.81	307.72	2.5	1	1	2	2003	4	28	118	15
-149.75	63.283	332	90	-2	62	88	-180	11.614	2.83	107.02	1.5	1	0	2	2003	4	30	120	7
-143.75	62.935	346	33	135	116	67	65	-0.2175	2.83	224.14	2.5	1	1	2	2003	4	30	120	16
-144.87	63.471	264	47	49	136	56	125	1	3.76	201.77	2.5	1	1	2	2003	5	2	122	16
-151.08	63.302	291	61	134	48	51	39	11.114	3.58	351.41	2	1	0	2	2003	5	3	123	11
-153.83	58.579	312	32	-157	202	78	-60	75.436	4.24	999	0	0	0	2	2003	5	4	124	11
-144.62	63.141	131	44	-134	4	60	-56	0.5744	3.13	165.79	0.5	1	1	2	2003	5	5	125	0
-147.41	63.503	24	74	-18	119	73	-163	0.2514	3.15	161.73	1.5	1	1	2	2003	5	6	126	3
-148.17	63.452	245	38	131	17	62	63	6.1282	2.95	126.54	2.5	1	1	2	2003	5	6	126	13
-144.4	63.121	114	43	163	217	78	48	0.2129	2.93	999	0	1	1	2	2003	5	9	129	12
-154.01	59.035	330	52	135	92	56	48	112.53	3.78	209.97	2.5	0	0	2	2003	5	12	132	21
-153.64	58.677	48	56	-6	141	85	-146	74.353	3.69	359.75	1.5	0	1	2	2003	5	13	133	7
-148.23	63.482	185	14	12	83	87	104	5.4544	3.21	999	0	1	1	2	2003	5	13	133	18
-147.36	63.493	244	48	110	35	46	69	1	2.88	320	2.5	1	1	2	2003	5	15	135	19
-147.65	63.556	242	44	82	73	47	98	1.32	3.59	157.65	2.5	1	1	2	2003	5	16	136	11
-142.68	62.44	28	78	2	298	88	168	4.8706	3.35	342.17	1.5	1	1	2	2003	5	18	138	22
-146.59	61.428	172	46	-85	345	44	-95	14.92	3.39	348.52	0.5	1	0	2	2003	5	20	140	13
-156.05	58.276	307	68	140	54	53	28	149.89	4.18	3.7402	2	0	0	2	2003	5	20	140	15
-153.49	59.876	75	44	11	337	82	133	139.71	3.95	999	0	0	0	2	2003	5	20	140	16
-152.69	59.604	49	51	11	312	81	140	82.62	3.9	6.5721	1.5	0	0	2	2003	5	20	140	17
-142.83	62.526	317	90	-180	227	90	0	6.9107	4.09	182	1.5	1	1	2	2003	5	21	141	10
-138.11	59.14	335	67	164	71	75	24	17.418	4.61	201.93	1.5	1	0	2	2003	5	22	142	4
-147.75	63.488	38	40	-3	130	88	-130	5.3444	2.83	999	0	1	1	2	2003	5	22	142	20
-147.8	63.582	314	28	111	111	64	79	12.397	2.96	208.52	2.5	1	1	2	2003	5	24	144	16
-145.22	63.271	233	70	14	138	77	159	5.5098	3.67	186.5	1.5	1	1	2	2003	5	25	145	0
-145.21	63.275	238	50	70	88	44	112	5.7802	4.52	342.02	2.5	1	1	2	2003	5	25	145	20
-145.2	63.276	78	44	104	239	48	77	5.5559	4.08	338.15	2.5	1	1	2	2003	5	26	146	12
-150.31	60.366	345	53	-141	229	60	-44	41.906	3.79	18.428	1	0	0	2	2003	5	28	148	20
-142.82	62.535	337	13	64	184	78	96	1.1132	3.35	268.72	2.5	1	1	2	2003	5	29	149	9
-147.49	63.578	191	40	9	94	84	130	6.0658	3.68	999	0	1	1	2	2003	5	30	150	12
-149.28	63.348	136	52	47	13	55	131	94.76	3.48	74.844	2.5	0	0	2	2003	5	30	150	23
-147.3	63.399	91	40	126	228	59	64	6.2951	2.95	336.04	2.5	1	1	2	2003	5	31	151	6
-147.86	63.597	274	17	114	69	75	83	9.2688	2.82	164.77	2.5	1	1	2	2003	5	31	151	14
-145.28	63.277	66	35	61	280	60	109	6.4464	2.9	356.6	2.5	1	1	2	2003	6	1	152	2
-144.94	63.336	314	31	68	159	61	103	5.9526	2.95	239.96	2.5	1	1	2	2003	6	2	153	22
-145.28	63.276	343	28	-33	103	75	-114	9.2951	3.76	109.33	0.5	1	1	2	2003	6	3	154	20
-149.65	67.643	315	18	-178	223	89	-72	5.6327	4.27	999	0	1	0	2	2003	6	4	155	17
-153.66	60.296	80	48	45	316	58	128	188.67	3.56	20.172	2.5	0	0	2	2003	6	4	155	18
-148.24	63.458	213	46	72	58	47	108	6.4198	3.09	135.62	2.5	1	1	2	2003	6	9	160	5
-141.38	61.585	224	76	0	134	90	166	0.1937	3.52	178.14	1.5	1	0	2	2003	6	9	160	15
-146.99	63.526	230	68	-149	127	61	-25	5.9005	2.94	87.425	1.5	1	1	2	2003	6	10	161	17
-143.55	62.829	268	44	-1	359	89	-134	2.3452	2.91	999	0	1	0	2	2003	6	12	163	0
-150.93	63.022	147	35	43	20	67	117	125.93	3.49	89.86	2.5	0	0	2	2003	6	13	164	3
-147.92	63.493	268	30	106	70	61	81	3.6289	3.55	166.31	2.5	1	1	2	2003	6	14	165	20
-141.78	62.226	206	19	-121	58	74	-80	1	3.2	235.6	0.5	1	0	2	2003	6	18	169	10
-147.56	63.453	65	44	74	267	48	105	2.7515	2.83	346.25	2.5	1	1	2	2003	6	19	170	20
-145.26	63.272	315	7	101	124	83	89	5.3423	4.26	999	0	1	1	2	2003	6	24	175	17
-145.22	63.261	264	45	101	69	46	79	6.541	3.93	166.25	2.5	1	1	2	2003	6	29	180	8
-145.25	63.259	260	43	62	116	53	114	4.7477	3.09	189.47	2.5	1	1	2	2003	6	29	180	10
-153.19	59.954	83	21	33	322	79	108	117.02	3.49	37.054	2.5	0	0	2	2003	6	30	181	2
-142.61	62.453	289	88	171	19	81	2	3.3331	3.9	333.82	1.5	1	1	2	2003	6	30	181	12
-155.97	57.517	66	62	22	325	71	150	94.958	4.47	17.208	1.5	0	0	2	2003	7	1	182	2
-141.66	60.023	201	53	-27	308	69	-140	6.868	2.85	161.26	1	1	0	2	2003	7	1	182	10
-147.71	63.575	265	47	-33	19	67	-132	1	3.04	227.75	1	1	1	2	2003	7	2	183	19
-144.98	63.448	273	54	15	174	78	143	1	3.15	228.14	1.5	1	1	2	2003	7	4	185	0
-147.52	63.503	272	15	121	60	77	82	1.1616	3.1	156.64	2.5	1	1	2	2003	7	4	185	14
-148.39	63.487	207	42	57	68	56	116	8.0727	2.82	139.85	2.5	1	1	2	2003	7	8	189	6
-147.91	63.531	116	28	-43	245	71	-111	1.4668	2.87	252.56	0.5	1	1	2	2003	7	9	190	4
-141.9	62.147	269	17	158	20	84	74	8.2162	3.1	999	0	1	0	2	2003	7	10	191	10
-148.32	63.477	270	40	109	66	53	75	5.7189	3.47	166.6	2.5	1	1	2	2003	7	10	191	19
