%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2017	3	29	15	37	41	36.81	-97.62	4	3.97	44	85	170	135	80	5	90	4	359	11	198	79
2017	4	9	1	47	32	36.2	-97.03	4	3.43	42	80	-170	310	80	-10	266	14	176	0	85	76
2017	4	13	10	36	27	36.69	-97.67	3	3.24	245	85	-175	155	85	-5	110	7	20	0	290	83
2017	4	18	11	59	33	61.51	-145.87	41	3.87	321	58	-138	205	55	-40	175	51	82	2	351	39
2017	4	20	9	44	57	40.7	-107.9	17	3.51	274	72	-154	175	65	-20	136	31	43	5	306	58
2017	4	22	17	48	40	40.1	-108.82	7	3.46	140	70	-30	241	62	-157	98	35	192	5	289	54
2017	4	26	3	29	9	62.21	-149.37	58	4.17	50	50	-75	207	42	-107	21	78	129	4	220	11
2017	4	29	9	48	15	36.69	-97.68	4	3.25	41	72	154	140	65	20	92	5	359	31	189	58
2017	4	29	11	15	48	63.13	-151.15	14	4.79	216	85	120	315	30	10	282	33	155	42	33	29
2017	5	1	12	31	54	59.84	-136.69	18	6.05	170	70	142	275	55	25	225	9	127	41	326	48
2017	5	1	14	18	15	59.74	-136.7	14	6.12	5	90	-155	275	65	0	233	17	137	17	5	65
2017	5	2	13	13	54	63.15	-151.13	15	4.03	13	82	-114	265	25	-20	258	48	123	33	17	23
2017	5	3	11	20	49	59.72	-136.5	11	3.53	280	75	35	180	56	162	46	12	145	35	300	52
2017	5	4	3	13	47	59.89	-136.75	8	4.46	270	75	20	175	71	164	42	3	133	25	305	65
2017	5	5	5	21	30	59.83	-136.65	13	3.86	349	64	146	95	60	30	43	3	310	41	136	49
2017	5	7	4	25	19	60.19	-151.67	82	5.32	50	65	30	306	63	152	178	1	269	38	86	52
2017	5	10	15	14	26	65	-134.13	12	4.37	275	65	70	136	32	126	20	18	151	64	284	18
2017	5	10	15	14	26	65	-134.13	12	4.37	275	65	70	136	32	126	20	18	151	64	284	18
2017	5	13	8	32	37	36.46	-98.73	8	4.16	48	80	-165	315	75	-10	272	18	181	4	79	72
2017	5	13	13	31	8	62.17	-147.84	52	4.12	193	67	-99	35	25	-70	86	67	290	21	197	8
2017	5	16	10	21	52	36.87	-89.12	5	3.26	23	50	113	170	45	65	97	3	359	72	188	17
2017	5	21	14	6	16	35.79	-97.21	4	3.28	15	90	-170	285	80	0	240	7	150	7	15	80
2017	5	21	19	33	38	59.76	-136.51	17	3.91	26	78	144	125	55	15	80	15	340	34	190	52
2017	5	24	9	59	0	61.81	-151.53	18	3.54	125	75	55	15	38	155	241	22	358	48	135	34
2017	5	26	4	27	53	60.2	-146.22	12	3.91	292	80	107	50	20	30	7	33	222	52	108	17
2017	5	29	8	13	59	61.83	-147.93	44	4.11	215	50	-75	12	42	-107	186	78	294	4	25	11
2017	5	30	2	18	45	60.84	-151.83	96	5.25	185	75	-85	346	16	-108	102	60	271	30	4	5
2017	5	30	9	23	15	36.46	-98.78	4	3.02	280	80	-30	16	61	-168	234	28	331	13	83	59
2017	5	30	13	57	24	36.28	-97.51	7	3.59	320	90	5	230	85	180	95	4	185	4	320	85
2017	5	30	23	12	22	36.28	-97.51	4	3.64	130	90	-10	220	80	-180	85	7	175	7	310	80
2017	5	31	7	3	48	36.41	-96.84	6	3.08	223	74	143	325	55	20	278	12	179	37	23	50
2017	6	1	20	3	36	65.5	-166.72	13	3.61	243	69	-148	140	60	-25	104	38	10	5	273	52
2017	6	1	21	1	4	65.43	-166.79	13	3.61	236	67	-153	135	65	-25	96	35	5	2	273	55
2017	6	3	3	8	40	39.91	-81.31	10	3.39	285	75	25	188	66	164	55	6	148	28	314	61
2017	6	5	20	51	9	63.05	-149.66	104	3.74	314	79	134	55	45	15	12	22	263	39	124	43
2017	6	6	0	12	3	59.14	-136.32	17	3.53	128	51	98	295	40	80	212	5	82	82	303	6
2017	6	6	1	11	25	61.26	-151.98	104	3.92	45	65	55	284	42	141	160	13	269	55	61	31
2017	6	6	22	45	25	38.78	-119.64	8	3.85	40	80	-15	133	75	-170	356	18	87	3	187	72
2017	6	7	2	54	34	36.45	-98.76	5	3.1	295	70	-35	38	57	-156	253	39	349	8	89	50
2017	6	7	16	41	18	36.22	-98.42	5	3.15	300	80	-35	37	56	-168	253	31	353	16	106	54
2017	6	8	3	9	37	36.88	-98.83	3	3.1	140	80	-40	238	51	-167	91	35	195	19	308	49
2017	6	8	17	1	19	19.32	-155.11	9	4.92	30	70	50	278	44	150	148	15	257	49	46	37
2017	6	10	4	31	6	38.8	-119.63	8	3.48	35	80	-15	128	75	-170	351	18	82	3	182	72
2017	6	10	7	1	46	36.44	-98.83	6	3.43	35	76	-159	300	70	-15	259	24	167	4	68	65
2017	6	11	12	40	25	36.38	-92.99	5	3.6	25	90	-175	295	85	0	250	4	160	4	25	85
2017	6	12	11	18	34	39.77	-98.11	11	3.58	269	64	146	15	60	30	323	3	230	41	56	49
2017	6	13	7	39	36	63.87	-148.25	120	3.96	352	86	150	85	60	5	43	17	305	24	165	60
2017	6	15	7	35	15	36.28	-97.51	6	3.33	135	90	-5	225	85	-180	90	4	180	4	315	85
2017	6	16	0	48	46	44.77	-111.05	10	4.3	63	86	-150	330	60	-5	290	24	192	17	70	60
2017	6	16	3	55	26	47.83	-122.89	46	3.84	37	83	-135	300	45	-10	269	36	160	24	44	44
2017	6	16	6	43	53	61.39	-146.67	49	3.58	181	76	-122	70	35	-25	56	49	295	24	190	31
2017	6	17	6	42	7	37.03	-104.91	4	3.38	155	70	-70	288	28	-133	94	60	230	22	328	19
2017	6	17	15	24	10	62.45	-149.14	60	3.72	305	75	-40	47	52	-161	259	38	1	15	108	48
2017	6	20	16	3	35	62.76	-148.4	64	3.84	95	85	15	4	75	175	228	7	320	14	113	74
2017	6	21	17	44	32	57.8	-154.32	62	4.4	236	71	-83	35	20	-110	157	63	321	26	54	7
2017	6	22	15	21	39	61.25	-146.85	31	3.98	15	60	-125	250	45	-45	234	59	130	8	35	30
2017	6	28	12	58	52	64.76	-148.89	10	3.26	154	60	-145	45	60	-35	10	45	280	0	189	45
2017	7	1	16	51	51	62.24	-151.31	96	3.95	255	60	-40	8	56	-143	220	48	312	2	44	42
2017	7	1	18	7	32	38.85	-89.23	18	3.12	110	85	35	17	55	174	238	20	339	28	117	55
2017	7	6	6	30	17	46.87	-112.6	20	5.93	355	80	-50	97	41	-165	302	41	55	24	167	39
2017	7	6	7	27	29	46.86	-112.63	15	4.4	311	71	-114	185	30	-40	189	57	59	23	319	23
2017	7	6	15	22	11	36.76	-97.77	4	3.12	25	85	175	115	85	5	70	0	340	7	160	83
2017	7	6	15	27	57	46.9	-112.49	20	3.74	195	65	-30	299	63	-152	156	38	247	1	339	52
2017	7	6	22	24	14	46.84	-112.58	11	3.33	350	90	30	260	60	180	121	21	219	21	350	60
2017	7	7	7	58	17	60.47	-151.75	72	4.33	205	80	-30	301	61	-168	159	28	256	13	8	59
2017	7	8	0	29	29	59.58	-152.66	84	3.86	339	77	128	85	40	20	41	23	287	44	150	37
2017	7	8	12	38	23	46.87	-112.56	13	3.67	100	85	-175	10	85	-5	325	7	235	0	145	83
2017	7	10	4	31	8	59.74	-153.14	112	4.52	45	80	65	295	27	157	155	31	288	49	50	25
2017	7	11	9	30	26	60.45	-147.38	22	4.35	45	85	30	312	60	174	175	17	273	24	54	60
2017	7	12	14	41	50	36.98	-113.58	14	3.29	0	65	-70	139	32	-126	304	64	75	18	171	18
2017	7	13	3	16	56	36.28	-97.51	5	3.3	20	81	-150	285	60	-10	247	27	149	14	34	59
2017	7	14	0	9	15	63.08	-150.68	122	4.01	234	87	-125	140	35	-5	113	38	353	33	236	35
2017	7	14	13	47	35	35.87	-96.7	4	4.07	245	85	-175	155	85	-5	110	7	20	0	290	83
2017	7	14	14	4	50	35.85	-96.69	5	3.44	150	90	-10	240	80	-180	105	7	195	7	330	80
2017	7	14	14	17	50	35.86	-96.69	4	3.59	238	80	-165	145	75	-10	102	18	11	4	269	72
2017	7	17	8	49	49	46.87	-112.56	10	4.04	170	85	-15	261	75	-175	125	14	217	7	332	74
2017	7	17	9	27	4	36.73	-115.91	10	3.81	155	90	-155	65	65	0	23	17	287	17	155	65
2017	7	17	21	52	36	61.02	-138.29	1	3.74	292	51	124	65	50	55	359	1	268	64	89	26
2017	7	18	20	31	10	44.79	-111.04	9	3.62	54	78	-144	315	55	-15	280	34	180	15	70	52
2017	7	18	23	42	39	60.24	-150.88	66	3.8	315	86	87	170	5	125	48	41	222	49	315	3
2017	7	19	0	20	5	36.04	-97.15	3	3.18	4	85	170	95	80	5	50	4	319	11	158	79
2017	7	21	5	24	15	59.85	-136.72	17	3.85	137	73	100	285	20	60	218	27	62	61	313	10
2017	7	24	4	7	56	62.1	-150.24	22	3.79	5	50	95	177	40	84	91	5	310	84	182	4
2017	7	24	21	26	40	59.62	-152.54	100	3.85	215	90	-35	305	55	-180	164	24	266	24	35	55
2017	8	1	9	35	26	61.67	-149.68	50	4.01	208	68	-125	90	40	-35	76	53	323	16	222	32
2017	8	1	19	43	49	36.53	-98.98	7	3.11	240	90	-165	150	75	0	106	11	14	11	240	75
2017	8	2	5	18	53	35.67	-97.4	8	3.33	13	80	-165	280	75	-10	237	18	146	4	44	72
2017	8	3	2	56	37	35.68	-97.42	5	4.11	28	80	170	120	80	10	74	0	344	14	165	76
2017	8	3	6	40	44	35.67	-97.41	4	3.26	92	71	-137	345	50	-25	316	43	214	13	111	44
2017	8	3	21	25	1	40.4	-120	13	3.55	245	90	-5	335	85	-180	200	4	290	4	65	85
2017	8	9	21	15	31	37.1	-97.62	3	3.59	210	90	180	300	90	0	75	0	345	0	0	90
2017	8	10	9	38	3	60.25	-140.55	14	3.84	350	70	-55	106	40	-148	301	52	55	18	157	33
2017	8	11	6	18	17	60.08	-152.47	98	4.92	255	65	65	123	35	132	3	16	126	62	266	23
2017	8	17	3	52	31	36.13	-97.81	4	3.18	45	85	-175	315	85	-5	270	7	180	0	90	83
2017	8	18	4	44	36	58.99	-136.39	21	4.02	185	70	80	32	22	116	283	24	79	64	188	9
2017	8	21	10	43	33	62.07	-149.55	64	4.37	215	50	-75	12	42	-107	186	78	294	4	25	11
2017	8	26	16	45	2	29.99	-104.72	3	3.73	348	50	-94	175	40	-85	229	84	81	5	351	3
2017	8	27	7	51	27	60.44	-151.92	80	4.74	298	85	155	30	65	5	347	14	251	21	108	65
2017	8	31	7	53	22	63.02	-150.54	96	4.42	90	70	80	297	22	116	188	24	344	64	93	9
2017	8	31	17	46	2	58.44	-153.64	72	5.49	225	80	-70	341	22	-153	158	51	298	32	41	20
2017	9	1	3	21	20	63.04	-150.97	136	4.24	60	80	45	320	46	166	183	22	291	38	70	44
2017	9	2	23	55	30	42.64	-111.42	11	4.01	200	55	-60	335	45	-126	167	65	269	6	2	24
2017	9	2	23	56	52	42.62	-111.39	11	5.06	20	60	-60	151	41	-131	339	62	89	10	184	26
2017	9	3	0	17	13	42.66	-111.53	8	3.85	30	60	-75	182	33	-114	334	71	109	14	202	13
2017	9	3	0	39	48	42.63	-111.47	10	4.11	325	81	150	60	60	10	16	14	278	27	131	59
2017	9	3	6	4	37	42.66	-111.46	9	3.68	200	65	-65	332	35	-132	149	62	272	16	9	23
2017	9	3	6	5	42	42.65	-111.54	8	4.11	35	55	-65	176	42	-121	360	69	107	7	200	20
2017	9	3	6	44	52	42.69	-111.52	8	3.94	210	65	-60	336	38	-137	163	59	279	15	16	27
2017	9	3	11	23	22	42.67	-111.44	12	3.67	152	71	-137	45	50	-25	16	43	274	13	171	44
2017	9	3	14	12	53	42.62	-111.5	9	3.57	147	85	-160	55	70	-5	13	17	279	11	159	69
2017	9	3	14	42	17	42.59	-111.47	8	3.55	149	72	-154	50	65	-20	11	31	278	5	181	58
2017	9	3	15	47	53	42.56	-111.5	12	3.38	171	66	-129	55	45	-35	35	52	289	12	190	35
2017	9	3	16	9	56	42.65	-111.49	11	3.6	325	76	-159	230	70	-15	189	24	97	4	358	65
2017	9	3	16	49	17	42.63	-111.39	11	4.35	139	72	-154	40	65	-20	1	31	268	5	171	58
2017	9	3	17	41	40	42.64	-111.44	11	4.52	50	75	25	313	66	164	180	6	273	28	79	61
2017	9	3	18	36	47	42.61	-111.42	8	3.51	154	81	-155	60	65	-10	20	24	285	11	173	63
2017	9	3	21	10	16	42.68	-111.49	10	3.37	334	72	-154	235	65	-20	196	31	103	5	6	58
2017	9	4	0	5	24	42.64	-111.4	9	3.59	134	72	-154	35	65	-20	356	31	263	5	166	58
2017	9	4	0	36	35	42.59	-111.43	6	3.35	40	55	-50	164	51	-133	9	58	103	2	194	32
2017	9	4	6	17	9	42.59	-111.42	8	4.36	235	80	-15	328	75	-170	191	18	282	3	22	72
2017	9	4	6	52	34	42.61	-111.47	8	3.41	148	69	-148	45	60	-25	9	38	275	5	178	52
2017	9	4	6	55	29	42.57	-111.38	8	3.69	35	55	-75	190	38	-110	349	75	114	9	206	12
2017	9	4	7	34	51	42.64	-111.42	8	3.42	195	55	-70	343	40	-116	156	72	271	8	3	16
2017	9	4	7	55	7	42.66	-111.45	8	3.83	136	67	-153	35	65	-25	356	35	265	2	173	55
2017	9	4	10	49	2	40.77	-116	9	3.29	166	87	130	260	40	5	225	30	110	36	343	40
2017	9	4	19	4	58	42.63	-111.42	8	3.6	166	52	-117	25	45	-60	14	69	274	4	183	21
2017	9	4	20	12	23	42.6	-111.48	8	3.81	332	85	-160	240	70	-5	198	17	104	11	344	69
2017	9	4	20	51	38	42.59	-111.49	8	3.66	340	76	-159	245	70	-15	204	24	112	4	13	65
2017	9	4	22	15	47	42.57	-111.43	9	3.67	345	67	-136	235	50	-30	208	46	106	11	7	42
2017	9	4	22	47	42	42.6	-111.45	10	3.47	333	77	-149	235	60	-15	198	31	101	11	353	57
2017	9	4	23	14	45	42.57	-111.44	8	3.82	337	85	-160	245	70	-5	203	17	109	11	349	69
2017	9	5	0	34	41	42.6	-111.45	8	4.04	329	76	-164	235	75	-15	192	21	102	0	11	69
2017	9	5	1	32	39	42.6	-111.48	9	4.14	342	74	-143	240	55	-20	206	37	107	12	2	50
2017	9	5	2	28	31	42.61	-111.53	10	3.54	347	83	-135	250	45	-10	219	36	110	24	354	44
2017	9	5	3	12	38	42.61	-111.52	8	3.88	338	81	-160	245	70	-10	203	21	110	7	2	68
2017	9	5	3	21	10	42.61	-111.46	8	3.78	149	76	-164	55	75	-15	12	21	282	0	191	69
2017	9	5	8	13	16	42.59	-111.43	8	4.31	245	85	15	154	75	175	18	7	110	14	263	74
2017	9	5	9	47	11	42.6	-111.42	9	3.44	168	48	-109	15	45	-70	8	76	271	2	181	14
2017	9	5	20	54	15	42.56	-111.42	10	4.27	333	86	-150	240	60	-5	200	24	102	17	340	60
2017	9	5	21	23	19	42.6	-111.43	11	4.22	341	82	-145	245	55	-10	209	30	108	18	352	54
2017	9	5	22	32	47	42.56	-111.44	9	3.73	334	76	-133	230	45	-20	204	42	95	19	347	42
2017	9	5	23	0	17	42.53	-111.4	9	3.73	339	71	-126	225	40	-30	208	50	95	18	352	34
2017	9	6	4	36	29	42.56	-111.35	10	3.39	25	55	-55	154	48	-129	354	62	91	4	183	28
2017	9	6	4	37	44	42.61	-111.52	10	4.43	330	81	-150	235	60	-10	197	27	99	14	344	59
2017	9	6	7	32	22	42.58	-111.43	10	3.81	333	77	-149	235	60	-15	198	31	101	11	353	57
2017	9	6	7	51	8	42.59	-111.45	8	3.64	330	76	-159	235	70	-15	194	24	102	4	3	65
2017	9	6	7	55	10	42.59	-111.41	8	4.18	331	85	-165	240	75	-5	197	14	105	7	349	74
2017	9	6	8	26	31	42.57	-111.34	9	4.02	334	71	-126	220	40	-30	203	50	90	18	347	34
2017	9	6	9	10	54	42.6	-111.48	8	3.75	331	85	-165	240	75	-5	197	14	105	7	349	74
2017	9	6	15	4	47	42.55	-111.43	11	3.49	344	76	-133	240	45	-20	214	42	105	19	357	42
2017	9	6	16	35	13	42.53	-111.4	9	3.43	147	80	165	240	75	10	194	4	103	18	296	72
2017	9	7	12	13	39	42.56	-111.41	11	4.09	340	81	-150	245	60	-10	207	27	109	14	354	59
2017	9	8	2	7	14	42.63	-111.46	8	3.59	45	70	-40	151	53	-155	2	42	102	11	203	46
2017	9	8	2	26	23	36.68	-97.69	7	4.18	65	90	-170	335	80	0	290	7	200	7	65	80
2017	9	8	19	33	8	59.25	-152.54	78	4.06	65	70	30	324	62	157	193	5	287	35	96	54
2017	9	9	8	4	58	42.56	-111.43	9	3.23	351	73	-115	230	30	-35	230	55	101	24	359	24
2017	9	9	8	23	4	42.56	-111.42	9	4.01	337	74	-143	235	55	-20	201	37	102	12	357	50
2017	9	9	8	27	20	42.57	-111.44	10	3.97	343	86	-140	250	50	-5	215	30	110	24	348	50
2017	9	9	11	52	49	42.56	-111.4	9	3.95	350	55	-120	215	45	-55	202	65	101	5	9	24
2017	9	9	12	18	15	42.56	-111.36	9	3.53	338	57	-130	215	50	-45	191	57	95	4	2	33
2017	9	10	8	34	41	37.04	-104.95	5	3.62	165	70	-60	286	36	-144	113	55	233	19	334	28
2017	9	10	9	47	11	42.56	-111.45	9	4.82	335	81	-150	240	60	-10	202	27	104	14	349	59
2017	9	10	11	12	39	42.57	-111.44	8	4.58	240	80	-20	334	70	-169	195	21	288	7	34	68
2017	9	10	12	17	38	42.64	-111.45	5	3.31	330	60	-125	205	45	-45	189	59	85	8	350	30
2017	9	10	12	19	12	42.6	-111.39	9	3.83	179	47	-105	20	45	-75	15	79	279	1	189	11
2017	9	10	12	45	20	42.57	-111.46	8	3.53	152	77	149	250	60	15	204	11	107	31	312	57
2017	9	10	14	47	42	42.56	-111.4	10	3.41	343	66	-141	235	55	-30	203	44	107	7	10	45
2017	9	10	19	5	13	42.56	-111.41	10	4.03	343	69	-148	240	60	-25	204	38	110	5	13	52
2017	9	11	3	27	6	35.58	-96.75	3	3.3	201	85	-165	110	75	-5	67	14	335	7	219	74
2017	9	11	9	36	32	42.55	-111.39	8	4.26	60	90	-30	150	60	-180	11	21	109	21	240	60
2017	9	11	12	34	31	42.53	-111.46	9	4.12	157	85	-160	65	70	-5	23	17	289	11	169	69
2017	9	11	13	26	34	42.55	-111.41	10	4.63	150	90	-165	60	75	0	16	11	284	11	150	75
2017	9	11	14	5	29	42.53	-111.41	9	3.53	151	76	-154	55	65	-15	15	28	281	8	177	61
2017	9	13	7	22	18	62.88	-149.96	78	4.18	21	80	102	150	15	40	101	34	305	53	199	11
2017	9	14	2	53	11	42.51	-111.46	10	4.07	148	81	-160	55	70	-10	13	21	280	7	172	68
2017	9	15	8	22	41	42.58	-111.44	5	3.63	60	85	-10	151	80	-175	15	11	106	3	214	79
2017	9	16	5	20	56	42.57	-111.42	10	3.84	335	73	-148	235	60	-20	199	34	103	8	1	54
2017	9	16	23	26	59	35.86	-96.7	6	3.72	63	80	170	155	80	10	109	0	19	14	200	76
2017	9	16	23	38	3	59.9	-136.75	10	5.04	115	60	55	349	45	135	229	9	334	59	134	30
2017	9	18	4	49	9	42.62	-111.46	6	3.62	55	85	-15	146	75	-175	10	14	102	7	217	74
2017	9	19	11	47	28	38.42	-87.91	10	3.79	125	90	-10	215	80	-180	80	7	170	7	305	80
2017	9	19	15	27	14	42.6	-111.45	7	3.66	149	85	170	240	80	5	195	4	104	11	303	79
2017	9	21	22	15	21	62.78	-148.84	18	4.09	195	60	60	64	41	131	306	10	56	62	211	26
2017	9	22	4	8	48	35.85	-96.68	2	2.7	77	85	-160	345	70	-5	303	17	209	11	89	69
2017	9	23	15	20	0	42.54	-111.43	10	3.77	143	81	-160	50	70	-10	8	21	275	7	167	68
2017	9	24	1	11	37	36.37	-97.14	4	3.59	285	90	5	195	85	180	60	4	150	4	285	85
2017	9	30	21	15	6	59.63	-152.23	82	4.22	34	46	100	200	45	80	117	0	24	83	207	7
2017	10	4	22	6	44	36.45	-98.74	7	3.22	62	80	-170	330	80	-10	286	14	196	0	105	76
2017	10	5	0	12	1	36.45	-98.75	7	3.22	58	80	-165	325	75	-10	282	18	191	4	89	72
2017	10	7	16	7	15	63.13	-151.46	14	3.98	47	57	130	170	50	45	110	4	14	57	203	33
2017	10	8	1	10	45	41.89	-119.65	8	3.44	240	85	30	147	60	174	10	17	108	24	249	60
2017	10	10	23	31	45	37.03	-104.9	5	3.37	150	65	-70	289	32	-126	94	64	225	18	321	18
2017	10	11	1	24	26	42.55	-111.42	12	4.15	60	80	-25	155	65	-169	15	25	109	10	220	63
2017	10	11	6	5	21	61.56	-141	8	3.93	255	50	70	105	44	112	359	3	100	74	268	15
2017	10	12	19	4	20	46.16	-120.55	10	3.61	232	61	98	35	30	75	316	16	163	73	48	7
2017	10	15	1	41	51	46.88	-112.53	8	3.59	205	80	25	110	65	169	336	10	70	25	225	63
2017	10	15	10	16	25	35.84	-90.12	14	3.64	320	90	5	230	85	180	95	4	185	4	320	85
2017	10	16	1	35	34	42.56	-111.42	9	3.54	25	65	-75	173	29	-119	322	67	104	19	199	14
2017	10	19	2	48	0	67.4	-144	10	3.63	40	70	30	299	62	157	168	5	262	35	71	54
2017	10	19	5	35	37	59.75	-153.16	114	4.68	300	67	136	50	50	30	359	11	257	46	98	42
2017	10	19	20	30	10	42.57	-111.43	8	3.71	335	74	-127	225	40	-25	206	47	92	20	346	36
2017	10	19	22	18	16	46.93	-112.59	7	3.85	200	80	35	103	56	168	327	16	67	31	214	54
2017	10	31	9	50	51	36.04	-97.9	4	3.73	315	85	10	224	80	175	89	3	180	11	341	79
2017	11	3	23	11	11	43.53	-107.43	16	4.01	285	50	-90	105	40	-90	195	85	15	5	285	0
2017	11	5	17	3	2	60.26	-153.08	134	4.8	75	75	25	338	66	164	205	6	298	28	104	61
2017	11	5	22	27	42	61.39	-140.09	8	4.02	90	75	91	265	15	85	179	30	2	60	270	1
2017	11	8	6	49	11	64.86	-148.62	16	3.63	10	60	-55	136	45	-135	331	59	76	9	171	30
2017	11	8	11	47	16	36.28	-97.51	5	3.38	220	85	-175	130	85	-5	85	7	355	0	265	83
2017	11	13	16	0	37	60.57	-142.64	25	4.27	275	85	-90	95	5	-90	185	50	5	40	95	0
2017	11	15	11	52	2	55.11	-159.31	36	4.48	255	85	-15	346	75	-175	210	14	302	7	57	74
2017	11	17	16	9	32	57.02	-157.9	10	3.96	155	90	-120	65	30	0	38	38	272	38	155	30
2017	11	17	17	20	26	67.15	-143.1	10	3.6	137	81	160	230	70	10	185	7	92	21	293	68
2017	11	19	8	12	50	35.67	-97.4	7	3.53	15	85	-175	285	85	-5	240	7	150	0	60	83
2017	11	27	22	18	30	60.56	-147.42	29	5.07	210	85	-70	313	21	-166	141	46	282	37	28	20
2017	11	30	21	47	31	39.2	-75.42	3	4.18	357	69	148	100	60	25	50	5	316	38	147	52
2017	12	5	4	26	38	36.37	-97.15	3	3.94	195	90	180	285	90	0	60	0	330	0	0	90
2017	12	14	1	24	26	45.03	-122.6	12	3.69	225	90	-30	315	60	-180	176	21	274	21	45	60
2017	12	14	5	57	5	63.01	-156.05	11	3.49	65	74	127	175	40	25	128	20	14	47	234	36
2017	12	19	0	10	15	59.86	-136.62	10	4	155	60	90	335	30	90	245	15	65	75	155	0
2017	12	19	11	26	19	36.54	-98.9	7	3.66	56	81	155	150	65	10	105	11	10	24	217	63
2017	12	22	8	0	12	65.5	-134.05	11	5.03	138	69	131	250	45	30	199	14	92	49	301	38
2017	12	24	19	15	3	60.23	-143.15	9	3.64	10	85	45	275	45	173	134	26	243	34	15	45
2017	12	29	4	45	0	36.15	-97.68	4	3.69	120	80	-15	213	75	-170	76	18	167	3	267	72
2017	12	30	11	43	16	63.8	-149.02	9	3.91	40	85	35	307	55	174	168	20	269	28	47	55
2017	12	30	23	46	12	37.29	-104.89	4	3.92	60	50	-75	217	42	-107	31	78	139	4	230	11
2018	1	3	8	36	25	46.26	-122.05	9	3.76	204	54	-110	55	40	-65	62	72	307	7	215	16
2018	1	8	22	38	51	38.45	-112.48	12	3.7	344	65	-92	170	25	-85	250	70	76	20	345	2
2018	1	16	16	57	54	36.16	-89.69	11	3.64	202	85	-160	110	70	-5	68	17	334	11	214	69
2018	1	18	2	47	46	59.78	-136.7	7	4.27	290	55	45	170	55	135	50	0	140	55	320	35
2018	1	18	5	55	12	38.79	-122.75	8	4.35	335	67	-136	225	50	-30	198	46	96	11	357	42
2018	1	19	9	56	19	59.76	-136.69	10	3.76	152	56	113	295	40	60	226	9	113	69	319	19
2018	1	19	23	55	5	63.97	-148.99	136	4.6	38	85	155	130	65	5	87	14	351	21	208	65
2018	1	26	3	32	8	42.56	-111.48	11	4.33	145	76	-159	50	70	-15	9	24	277	4	178	65
2018	1	26	7	20	31	62.17	-147.8	54	4.13	202	70	-105	60	25	-55	89	62	304	23	208	14
2018	1	26	21	10	5	61.73	-148.17	8	4.08	355	55	-55	124	48	-129	324	62	61	4	153	28
2018	2	1	13	40	28	61.17	-139.83	9	3.73	70	80	-25	165	65	-169	25	25	119	10	230	63
2018	2	5	8	20	51	36.03	-97.91	4	3.54	220	90	180	310	90	0	85	0	355	0	0	90
2018	2	9	1	4	43	59.06	-153.08	76	4.48	85	75	30	347	61	163	213	9	309	32	109	57
2018	2	16	13	21	8	36.53	-98.95	9	3.65	47	86	150	140	60	5	98	17	360	24	220	60
2018	2	20	18	20	14	61.02	-147.61	42	3.74	260	80	-40	358	51	-167	211	35	315	19	68	49
2018	2	25	6	51	18	37.2	-104.83	3	3.44	224	54	-110	75	40	-65	82	72	327	7	235	16
2018	2	25	11	32	53	63.21	-150.59	138	4.16	35	84	98	165	10	40	119	38	314	51	215	8
2018	2	28	1	27	47	62.35	-148.72	52	4.29	290	55	-55	59	48	-129	259	62	356	4	88	28
2018	2	28	14	11	47	37.67	-112.53	15	3.64	146	64	-106	0	30	-60	27	67	248	18	153	14
2018	3	4	23	17	17	36.47	-97.72	3	4	210	90	180	300	90	0	75	0	345	0	0	90
2018	3	5	3	40	58	36.48	-97.74	3	3.97	197	80	-170	105	80	-10	61	14	331	0	240	76
2018	3	6	19	46	12	36.92	-98.31	4	3.74	249	65	-92	75	25	-85	155	70	341	20	250	2
2018	3	9	7	32	37	59.75	-153.11	112	4.93	299	64	146	45	60	30	353	3	260	41	86	49
2018	3	13	3	22	25	59.24	-151.98	58	4.35	15	90	70	285	20	180	124	42	266	42	15	20
2018	3	30	8	31	56	63.65	-151.43	9	3.64	35	60	50	274	48	138	152	7	252	55	58	34
2018	3	30	11	36	0	61.55	-149.91	60	4.11	236	55	-87	50	35	-95	160	80	324	10	54	3
2018	4	3	16	36	40	60.4	-137.82	9	3.92	160	90	-165	70	75	0	26	11	294	11	160	75
2018	4	6	15	7	12	36.28	-97.51	5	3.71	330	90	-10	60	80	-180	285	7	15	7	150	80
2018	4	7	12	16	1	36.29	-97.52	4	4.4	42	80	-170	310	80	-10	266	14	176	0	85	76
2018	4	9	9	26	31	36.21	-97.57	7	3.12	29	72	-154	290	65	-20	251	31	158	5	61	58
2018	4	9	9	33	46	41.35	-100.1	2	3.15	108	48	-109	315	45	-70	308	76	211	2	121	14
2018	4	9	10	22	20	36.22	-97.58	4	4.41	206	85	-170	115	80	-5	71	11	340	4	232	79
2018	4	10	11	41	6	41.35	-100.13	13	3.69	69	58	138	185	55	40	128	2	35	51	219	39
2018	4	11	16	44	11	60.58	-147.62	27	3.98	205	65	-75	353	29	-119	142	67	284	19	19	14
2018	4	12	23	44	32	60.88	-138.28	8	4.07	136	62	112	275	35	55	210	14	85	66	305	19
2018	4	14	2	39	40	62.38	-149.25	60	3.88	25	50	-95	213	40	-84	260	84	119	5	28	4
