%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2021	4	27	17	26	0	60.42	-147.71	23	4.05	175	60	-85	345	30	-99	98	74	261	15	352	4
2021	4	27	17	54	36	61.33	-149.99	49	4.68	175	50	-70	325	44	-112	150	74	251	3	342	15
2021	4	27	19	42	11	31.65	-104.37	7	3.63	96	46	-100	290	45	-80	286	83	193	0	103	7
2021	4	28	11	57	24	38.17	-116.73	9	3.29	354	64	-134	240	50	-35	214	50	114	8	17	39
2021	4	30	17	19	24	64.83	-152.4	17	4.07	291	64	-146	185	60	-30	150	41	57	3	324	49
2021	5	1	15	23	21	58.32	-137.93	14	4.52	344	85	170	75	80	5	30	4	299	11	138	79
2021	5	6	11	35	32	39.75	-97.99	4	3.58	129	47	-105	330	45	-75	325	79	229	1	139	11
2021	5	8	8	13	52	38.19	-117.86	8	4.04	152	80	-170	60	80	-10	16	14	286	0	195	76
2021	5	9	2	3	46	61.51	-140.53	10	4.77	308	63	121	75	40	45	16	13	263	60	112	27
2021	5	9	19	26	12	38.17	-117.97	4	3.35	50	85	-10	141	80	-175	5	11	96	3	204	79
2021	5	20	3	43	52	38.16	-117.85	11	3.62	207	71	-159	110	70	-20	69	28	338	1	247	62
2021	5	22	1	40	27	31.69	-104.3	9	3.51	80	53	-106	285	40	-70	298	76	181	7	89	13
2021	5	25	18	24	57	36.29	-99.92	12	4.07	285	50	-65	69	46	-117	262	71	358	2	88	19
2021	5	25	21	14	53	38.08	-112.41	12	3.71	204	66	-97	40	25	-75	100	68	299	21	206	6
2021	5	28	14	8	19	44.54	-115.25	11	3.44	290	59	-106	140	35	-65	162	71	32	12	299	14
2021	5	31	5	18	39	18.02	-66.74	15	3.61	21	76	-154	285	65	-15	245	28	151	8	47	61
2021	5	31	6	59	54	62.45	-148.25	58	6.07	210	59	-106	60	35	-65	82	71	312	12	219	14
2021	5	31	12	14	44	62.47	-148.29	60	4.43	250	65	-30	354	63	-152	211	38	302	1	34	52
2021	6	1	4	21	20	44.49	-115.25	13	3.6	320	80	15	227	75	170	93	3	184	18	353	72
2021	6	4	15	25	0	43	-98.73	8	3.67	215	60	-50	336	48	-138	178	55	278	7	12	34
2021	6	6	3	51	37	45.34	-121.69	11	3.96	323	71	159	60	70	20	12	1	281	28	103	62
2021	6	6	17	55	16	62.47	-148.24	54	4.08	44	47	-105	245	45	-75	240	79	144	1	54	11
2021	6	6	17	55	16	62.47	-148.24	54	4.08	44	47	-105	245	45	-75	240	79	144	1	54	11
2021	6	9	13	6	1	61.55	-147.8	50	3.85	240	80	25	145	65	169	11	10	105	25	260	63
2021	6	9	19	52	50	40.31	-111.06	7	3.68	135	55	-120	0	45	-55	347	65	246	5	154	24
2021	6	10	11	20	15	60.18	-74.01	3	3.97	285	50	90	105	40	90	15	5	195	85	105	0
2021	6	11	7	5	15	66.73	-135.78	22	3.91	270	75	50	163	42	157	29	20	140	45	282	38
2021	6	11	7	5	15	66.73	-135.78	22	3.91	270	75	50	163	42	157	29	20	140	45	282	38
2021	6	11	18	19	27	28.37	-105.16	3	3.77	127	51	-98	320	40	-80	353	82	223	5	132	6
2021	6	12	11	12	28	47.33	-123.25	43	3.81	353	56	-113	210	40	-60	212	69	99	9	6	19
2021	6	16	21	7	33	35.79	-96.97	5	3.44	45	90	-170	315	80	0	270	7	180	7	45	80
2021	6	17	19	18	2	39.83	-87.29	6	3.79	125	90	-15	215	75	-180	79	11	171	11	305	75
2021	6	18	20	49	36	44.54	-115.23	12	3.7	71	85	-170	340	80	-5	296	11	205	4	97	79
2021	6	19	21	43	5	64	-149.78	15	4.27	40	55	65	259	42	121	148	7	255	69	55	20
2021	6	24	16	28	21	17.93	-67.12	11	3.31	194	76	-164	100	75	-15	57	21	327	0	236	69
2021	6	24	16	30	28	17.94	-67.11	12	3.76	105	85	-10	196	80	-175	60	11	151	3	259	79
2021	6	24	19	53	37	31.66	-104.37	7	3.32	97	51	-98	290	40	-80	323	82	193	5	102	6
2021	6	25	9	30	15	31.66	-104.38	7	3.87	96	46	-100	290	45	-80	286	83	193	0	103	7
2021	6	25	22	17	6	17.92	-67.12	16	3.7	360	85	175	90	85	5	45	0	315	7	135	83
2021	6	25	23	2	12	60.88	-149.51	49	4.02	325	85	175	55	85	5	10	0	280	7	100	83
2021	6	27	15	18	12	17.93	-67.08	13	3.3	95	90	-10	185	80	-180	50	7	140	7	275	80
2021	6	30	9	20	2	17.94	-67.1	14	3.41	183	86	-145	90	55	-5	52	27	311	21	189	55
2021	7	1	2	27	22	60.58	-151.78	82	4.47	320	76	159	55	70	15	8	4	276	24	107	65
2021	7	4	21	17	43	43.62	-107.4	17	3.58	125	50	-65	269	46	-117	102	71	198	2	288	19
2021	7	7	20	31	25	60.91	-146.34	27	3.76	230	70	-40	336	53	-155	187	42	287	11	28	46
2021	7	8	14	17	19	68.6	-148.63	8	3.89	45	90	-15	135	75	-180	359	11	91	11	225	75
2021	7	8	20	40	16	59.16	-136.26	16	4.51	158	62	101	315	30	70	240	16	92	71	332	10
2021	7	10	14	5	11	38.23	-117.75	10	3.43	27	50	-113	240	45	-65	231	72	133	3	42	17
2021	7	11	20	37	16	62.23	-150.5	24	3.78	350	85	30	257	60	174	120	17	218	24	359	60
2021	7	12	15	33	35	36.23	-106.74	15	4.16	145	73	-148	45	60	-20	9	34	273	8	171	54
2021	7	19	10	52	20	60.23	-151.82	70	4.23	10	75	-25	107	66	-164	327	28	60	6	161	61
2021	7	19	11	23	25	32.07	-103.72	8	3.79	54	55	-93	240	35	-85	310	80	146	10	56	3
2021	7	21	12	4	18	38.16	-118.24	5	3.67	260	85	-10	351	80	-175	215	11	306	3	54	79
2021	7	23	4	20	20	64.46	-146.85	8	4.4	333	80	170	65	80	10	19	0	289	14	110	76
2021	7	24	5	34	46	38.17	-116.72	9	3.26	358	66	-141	250	55	-30	218	44	122	7	25	45
2021	7	25	9	27	37	62.7	-149.78	20	3.61	50	59	106	200	35	65	128	12	358	71	221	14
2021	7	26	9	10	38	62.89	-143.59	13	4.02	255	85	30	162	60	174	25	17	123	24	264	60
2021	7	28	15	28	4	31.6	-104.25	8	4.01	74	47	-105	275	45	-75	270	79	174	1	84	11
2021	7	29	22	56	15	65.18	-154.22	13	3.35	298	81	-160	205	70	-10	163	21	70	7	322	68
2021	7	31	21	19	12	30.41	-109.21	14	5.07	131	82	-140	35	50	-10	1	33	257	21	140	49
2021	8	1	16	47	28	61.58	-146.11	42	3.56	225	85	-55	322	35	-171	167	40	287	31	42	35
2021	8	3	2	49	29	63.58	-150.71	13	3.46	55	65	90	235	25	90	145	20	325	70	235	0
2021	8	5	13	33	6	31.77	-108.71	8	3.6	90	75	20	355	71	164	222	3	313	25	125	65
2021	8	8	12	37	13	64.54	-163.65	14	3.61	66	85	-165	335	75	-5	292	14	200	7	84	74
2021	8	9	5	32	51	61.87	-150.56	64	3.77	295	79	139	35	50	15	351	18	247	36	102	48
2021	8	9	12	24	40	35.49	-100.28	5	3.43	140	70	-50	252	44	-150	93	49	202	15	304	37
2021	8	9	19	29	31	39.7	-98.38	2	3.38	315	60	-65	92	38	-126	271	65	27	12	122	21
2021	8	12	6	13	59	61.87	-150.54	66	4.2	159	78	-144	60	55	-15	25	34	285	15	175	52
2021	8	13	18	52	4	31.68	-104.42	6	3.14	289	46	-80	95	45	-100	279	83	12	0	102	7
2021	8	20	1	48	16	61.59	-141.15	15	4.12	270	75	65	151	29	148	19	26	150	53	277	24
2021	8	20	5	39	28	61.56	-141.24	15	3.56	275	80	70	159	22	153	22	32	162	51	279	20
2021	8	22	10	42	52	36.69	-97.68	6	3.31	30	90	-155	300	65	0	258	17	162	17	30	65
2021	8	24	15	23	45	35.11	-95.37	11	3.82	325	75	-20	60	71	-164	282	25	13	3	110	65
2021	8	27	15	49	29	46.83	-76.52	16	3.25	110	55	80	307	36	104	207	9	346	77	116	8
2021	8	31	13	33	23	31.67	-104.41	8	3.25	85	59	-106	295	35	-65	317	71	187	12	94	14
2021	8	31	17	21	9	40.92	-114.95	14	4.54	230	70	-45	339	48	-153	185	45	289	13	31	42
2021	9	3	5	41	14	31.68	-104.4	9	4.06	95	60	-90	275	30	-90	5	75	185	15	275	0
2021	9	3	14	55	52	44.31	-115.2	12	3.35	130	70	-55	246	40	-148	81	52	195	18	297	33
2021	9	4	10	19	7	38.16	-118.25	8	3.37	75	85	25	343	65	174	206	14	302	21	86	65
2021	9	5	1	27	4	60.06	-140.05	11	3.98	205	55	60	70	45	126	316	6	58	65	223	24
2021	9	6	4	38	36	31.67	-104.37	9	3.38	92	63	-104	300	30	-65	334	69	192	17	98	12
2021	9	6	7	10	48	59.97	-140.11	10	4.22	205	65	60	79	38	137	316	15	72	59	219	27
2021	9	6	14	52	35	31.61	-104.24	9	3.15	84	60	-93	270	30	-85	346	75	176	15	86	2
2021	9	7	3	5	37	32.12	-102.17	7	3.34	295	80	-30	31	61	-168	249	28	346	13	98	59
2021	9	8	22	2	5	31.67	-104.38	9	3.94	125	55	-60	260	45	-126	92	65	194	6	287	24
2021	9	11	5	58	44	60.29	-151.32	96	4.16	340	70	142	85	55	25	35	9	297	41	136	48
2021	9	12	11	26	41	32.77	-100.66	3	3.51	45	55	-90	225	35	-90	315	80	135	10	225	0
2021	9	12	13	30	8	31.61	-104.23	7	3.44	73	61	-98	270	30	-75	322	73	169	16	77	7
2021	9	12	15	18	51	38.2	-117.75	10	3.46	22	61	-118	250	40	-50	245	63	132	11	37	24
2021	9	13	9	27	14	37.43	-102.93	17	3.6	320	65	40	210	54	149	83	6	180	45	347	44
2021	9	14	5	56	36	64.44	-146.74	10	4.63	148	71	159	245	70	20	197	1	106	28	288	62
2021	9	14	21	51	21	62.21	-145.71	21	3.6	339	77	128	85	40	20	41	23	287	44	150	37
2021	9	17	15	23	0	66.34	-157.08	13	3.37	165	85	-25	257	65	-174	118	21	214	14	334	65
2021	9	18	22	27	0	31.59	-104	8	3.7	92	71	-137	345	50	-25	316	43	214	13	111	44
2021	9	19	4	18	15	44.33	-115.11	9	3.93	289	66	-116	160	35	-45	160	60	38	17	301	24
2021	9	19	5	6	58	44.31	-115.17	11	3.55	310	55	-80	113	36	-104	254	77	33	9	124	8
2021	9	19	22	21	38	36.76	-98.06	7	3.76	125	85	15	34	75	175	258	7	350	14	143	74
2021	9	19	22	24	34	36.77	-98.05	6	3.52	12	69	103	160	25	60	92	22	304	64	188	12
2021	9	20	4	41	47	44.34	-114.79	13	3.75	340	85	15	249	75	175	113	7	205	14	358	74
2021	9	20	21	58	25	17.96	-66.85	14	3.5	270	70	25	171	67	158	40	2	131	32	306	58
2021	9	23	7	52	6	31.59	-104	9	3.84	98	73	-132	350	45	-25	326	45	218	17	113	40
2021	9	27	22	21	57	32.95	-80.15	6	3.2	145	70	65	19	32	139	254	21	21	58	154	23
2021	9	27	22	21	57	32.95	-80.15	6	3.2	145	70	65	19	32	139	254	21	21	58	154	23
2021	9	27	22	21	57	32.95	-80.15	6	3.2	145	70	65	19	32	139	254	21	21	58	154	23
2021	9	27	22	21	57	32.95	-80.15	7	3.23	150	65	40	40	54	149	273	6	10	45	177	44
2021	9	29	7	22	8	31.68	-104.38	8	3.86	92	51	-98	285	40	-80	318	82	188	5	97	6
2021	10	2	18	54	57	31.71	-104.01	8	3.29	95	55	-75	250	38	-110	49	75	174	9	266	12
2021	10	2	18	55	43	31.71	-104	8	3.56	87	51	-98	280	40	-80	313	82	183	5	92	6
2021	10	2	23	47	42	44.34	-115.03	8	4.01	350	90	-35	80	55	-180	299	24	41	24	170	55
2021	10	3	1	39	18	31.71	-103.98	8	3.78	64	66	-116	295	35	-45	295	60	173	17	76	24
2021	10	5	18	24	29	62.24	-141.58	11	3.66	296	60	145	45	60	35	350	0	260	45	81	45
2021	10	15	12	36	4	38.17	-117.94	11	3.43	168	69	-148	65	60	-25	29	38	295	5	198	52
2021	10	17	19	0	11	31.71	-104.02	8	3.36	53	68	-125	295	40	-35	281	53	168	16	67	32
2021	10	21	3	23	21	52.55	-115.29	14	3.94	320	50	85	148	40	96	54	5	195	84	323	4
2021	10	21	3	23	21	52.55	-115.29	14	3.94	320	50	85	148	40	96	54	5	195	84	323	4
2021	10	21	18	44	34	62.93	-148.32	80	4.38	60	65	-50	177	46	-144	18	52	122	11	220	36
2021	10	29	10	11	7	65.21	-134.63	13	3.51	286	62	112	65	35	55	360	14	235	66	95	19
2021	11	1	3	9	15	36.73	-105	6	3.85	316	52	-117	175	45	-60	164	69	64	4	333	21
2021	11	5	22	12	51	64.45	-147.43	11	4.06	315	85	175	45	85	5	360	0	270	7	90	83
2021	11	11	18	58	50	59.64	-153.12	126	4.07	35	80	20	301	70	169	167	7	260	21	61	68
2021	11	12	7	40	39	44.33	-115.19	11	3.92	300	70	-80	93	22	-116	226	64	22	24	117	9
2021	11	16	8	36	47	32.12	-102.16	8	3.11	204	81	-155	110	65	-10	70	24	335	11	223	63
2021	11	16	11	8	52	67.33	-156.14	10	3.49	145	60	-80	306	31	-107	80	73	228	14	320	9
2021	11	18	2	53	3	36.9	-90.52	13	4.03	295	85	-25	27	65	-174	248	21	344	14	104	65
2021	11	22	5	27	57	63.05	-151.52	14	3.99	175	60	50	54	48	138	292	7	32	55	198	34
2021	11	23	12	32	51	44.17	-115.17	12	4.04	276	52	-117	135	45	-60	124	69	24	4	293	21
2021	11	26	13	24	45	31.6	-104.26	7	3.22	285	50	-80	90	41	-102	248	81	8	5	99	8
2021	11	28	1	39	47	66.96	-146.48	16	3.52	300	70	142	45	55	25	355	9	257	41	96	48
2021	11	28	1	44	10	66.96	-146.59	15	3.97	40	70	40	294	53	155	163	11	263	42	62	46
2021	11	28	16	17	41	31.65	-104.58	10	3.46	270	65	-85	78	25	-101	190	70	356	20	88	5
2021	11	28	23	3	3	31.17	-103.3	5	3.32	135	55	-90	315	35	-90	45	80	225	10	315	0
2021	12	6	13	45	29	56.6	-121.75	5	3.51	324	57	103	120	35	70	44	11	270	74	137	11
2021	12	7	2	57	23	31.67	-104.41	7	3.33	279	46	-80	85	45	-100	269	83	2	0	92	7
2021	12	8	13	45	28	38.66	-97.45	4	4.21	130	90	-15	220	75	-180	84	11	176	11	310	75
2021	12	10	1	25	34	17.99	-66.83	17	3.61	230	55	-85	41	35	-97	159	79	316	10	47	4
2021	12	11	22	27	18	31.71	-104.52	9	3.7	89	47	-105	290	45	-75	285	79	189	1	99	11
2021	12	12	2	9	24	38.67	-97.49	3	3.61	120	80	-20	214	70	-169	75	21	168	7	274	68
2021	12	15	9	58	21	38.68	-97.44	3	3.96	115	90	-5	205	85	-180	70	4	160	4	295	85
2021	12	16	4	33	27	32.06	-102.24	9	3.53	100	75	-25	197	66	-164	57	28	150	6	251	61
2021	12	16	12	25	25	31.56	-104.03	9	3.83	315	70	-75	97	25	-125	248	62	33	24	130	14
2021	12	17	12	13	51	48.9	-123.35	19	3.62	60	65	40	310	54	149	183	6	280	45	87	44
2021	12	21	22	36	45	37.19	-112.89	18	3.44	162	74	-110	35	25	-40	47	56	268	27	168	19
2021	12	21	22	42	14	60.12	-153.21	158	5.86	75	75	30	337	61	163	203	9	299	32	99	57
2021	12	26	10	40	17	38.64	-97.52	3	3.68	26	82	-145	290	55	-10	254	30	153	18	37	54
2021	12	27	19	18	54	34.18	-80.72	1	3.13	174	71	114	300	30	40	246	23	116	57	346	23
2021	12	28	1	55	43	32.3	-101.78	8	4.19	95	80	-25	190	65	-169	50	25	144	10	255	63
2021	12	31	14	59	9	60.04	-139.49	9	3.53	40	75	60	286	33	152	153	24	276	51	48	29
2022	1	5	7	21	14	38.17	-117.82	11	4.31	15	85	175	105	85	5	60	0	330	7	150	83
2022	1	6	4	21	23	38.17	-117.89	11	3.53	125	80	30	29	61	168	254	13	351	28	142	59
2022	1	8	8	16	42	60.48	-140.41	44	5.11	205	79	-139	105	50	-15	73	36	329	18	218	48
2022	1	11	4	37	2	31.73	-104.53	7	3.87	110	50	-80	275	41	-102	73	81	193	5	284	8
2022	1	14	14	51	58	57.38	-136.32	15	4.53	240	90	-25	330	65	-180	192	17	288	17	60	65
2022	1	20	15	45	10	38.18	-117.77	11	3.46	80	90	35	350	55	180	209	24	311	24	80	55
2022	1	21	5	18	26	60.32	-152.37	96	5.02	55	85	25	323	65	174	186	14	282	21	66	65
2022	1	22	22	40	11	38.27	-118.33	11	4.32	349	76	-164	255	75	-15	212	21	122	0	31	69
2022	1	27	1	36	4	59.28	-154.64	12	3.74	215	90	-20	305	70	-180	168	14	262	14	35	70
2022	1	28	13	28	25	67.36	-138.99	14	3.73	270	90	-15	0	75	-180	224	11	316	11	90	75
2022	1	30	7	16	42	38.14	-118	10	3.52	345	90	-155	255	65	0	213	17	117	17	345	65
2022	1	31	17	10	21	36.85	-97.79	7	4.33	205	55	-90	25	35	-90	115	80	295	10	25	0
2022	2	6	7	22	33	62.74	-148.71	62	5.14	260	60	-80	61	31	-107	195	73	343	14	75	9
2022	2	13	11	2	15	31.67	-104.38	8	3.85	120	55	-70	268	40	-116	81	72	196	8	288	16
2022	2	15	21	16	24	38.18	-117.78	9	4.18	75	85	-35	168	55	-174	26	28	127	20	248	55
2022	2	19	0	38	53	31.66	-104.37	7	3.41	101	52	-102	300	40	-75	321	79	199	6	108	10
2022	2	20	12	58	15	61.78	-151.8	110	4.27	55	80	25	320	65	169	186	10	280	25	75	63
2022	2	25	0	22	52	69.58	-145.04	8	3.59	20	75	30	282	61	163	148	9	244	32	44	57
2022	3	2	10	16	26	60.98	-147.27	29	3.77	210	50	-60	348	48	-121	187	67	279	1	10	23
2022	3	5	1	9	18	60.06	-140.59	13	3.84	87	83	119	190	30	15	153	31	26	45	263	29
2022	3	5	1	16	51	31.66	-104.32	8	3.92	300	65	-75	88	29	-119	237	67	19	19	114	14
2022	3	6	11	53	59	62.16	-151.21	86	3.95	60	75	50	313	42	157	179	20	290	45	72	38
2022	3	12	19	59	48	60.78	-152.03	106	4.88	303	83	135	40	45	10	360	24	251	36	116	44
2022	3	24	12	12	47	31.6	-104.52	8	3.52	63	69	-148	320	60	-25	284	38	190	5	93	52
2022	3	25	3	1	58	31.68	-104.42	10	4.22	100	60	-85	270	30	-99	23	74	186	15	277	4
2022	3	27	6	18	43	31.61	-103.98	8	3.69	87	69	-131	335	45	-30	313	49	206	14	104	38
2022	4	1	6	56	22	31.67	-104.39	5	3.49	88	56	-97	280	35	-80	333	78	183	10	92	6
2022	4	1	11	34	31	38.17	-117.89	14	3.66	70	90	-5	160	85	-180	25	4	115	4	250	85
2022	4	3	12	22	1	64.35	-149.78	17	3.54	303	62	139	55	55	35	1	4	266	48	94	42
2022	4	22	11	49	49	61.45	-149.96	52	3.99	210	55	-65	351	42	-121	175	69	282	7	15	20
2022	4	27	18	54	12	31.61	-103.97	8	3.91	91	63	-127	330	45	-40	312	55	207	10	110	33
2022	4	27	20	41	25	31.6	-103.97	9	3.38	93	68	-125	335	40	-35	321	53	208	16	107	32
2022	4	28	4	10	58	31.61	-103.98	9	3.57	99	71	-126	345	40	-30	328	50	215	18	112	34
2022	4	28	17	8	57	31.61	-103.97	11	3.9	81	82	-140	345	50	-10	311	33	207	21	90	49
2022	4	29	22	30	38	38.53	-90.5	8	2.74	190	90	180	280	90	0	55	0	325	0	0	90
2022	5	1	11	15	56	48.42	-122.31	16	3.39	250	60	65	113	38	126	358	12	114	65	263	21
2022	5	1	12	24	53	31.6	-104.13	12	3.27	117	74	-143	15	55	-20	341	37	242	12	137	50
2022	5	11	13	32	2	44.68	-110	27	4.31	310	65	65	178	35	132	58	16	181	62	321	23
2022	5	17	3	9	38	60.1	-140.56	12	3.69	296	58	-138	180	55	-40	150	51	57	2	326	39
2022	5	17	8	7	34	48.3	-121.87	10	3.37	240	65	90	60	25	90	330	20	150	70	60	0
2022	5	22	9	49	45	19.64	-155.97	13	4.47	69	52	-78	230	40	-105	29	79	151	6	242	10
2022	5	23	9	10	53	59.52	-152.07	64	4.09	35	75	65	276	29	148	144	26	275	53	42	24
2022	5	31	22	12	27	39.06	-109.3	15	3.31	5	65	-70	144	32	-126	309	64	80	18	176	18
2022	6	1	15	1	49	31.6	-103.98	10	4.27	85	79	-139	345	50	-15	313	36	209	18	98	48
2022	6	1	15	46	11	31.72	-104.52	10	4.23	120	65	-70	259	32	-126	64	64	195	18	291	18
2022	6	2	20	57	23	38.19	-117.88	8	3.46	355	90	-150	265	60	0	224	21	126	21	355	60
2022	6	6	7	12	54	31.72	-104.54	10	4.15	115	70	-75	257	25	-125	48	62	193	24	290	14
2022	6	6	8	14	21	32.41	-101.58	3	3.62	54	64	-114	280	35	-50	285	63	162	16	65	22
2022	6	8	10	42	2	31.65	-104.52	8	3.59	300	55	-75	95	38	-110	254	75	19	9	111	12
2022	6	8	19	30	25	31.61	-103.99	11	3.52	106	66	-129	350	45	-35	330	52	224	12	125	35
2022	6	14	15	43	2	63.15	-149.68	104	3.89	342	77	149	80	60	15	34	11	297	31	142	57
2022	6	16	16	55	23	38.17	-117.82	11	3.92	270	90	-25	0	65	-180	222	17	318	17	90	65
2022	6	16	19	56	7	32.38	-101.64	4	3.4	255	60	-80	56	31	-107	190	73	338	14	70	9
2022	6	18	8	5	23	32.45	-82.14	16	3.88	176	64	134	290	50	35	236	8	136	50	333	39
2022	6	18	13	58	40	31.73	-104.54	9	3.46	115	80	-65	225	27	-157	52	49	185	31	290	25
2022	6	25	0	3	13	64.54	-152.48	15	3.84	275	90	-170	185	80	0	140	7	50	7	275	80
2022	6	26	5	31	54	34.17	-80.72	2	3.32	10	90	-145	280	55	0	241	24	139	24	10	55
2022	6	26	13	25	57	17.95	-66.84	13	3.62	20	76	159	115	70	15	68	4	336	24	167	65
2022	6	29	23	3	1	34.16	-80.73	2	3.53	201	81	155	295	65	10	250	11	155	24	2	63
2022	6	30	17	48	11	38.21	-117.78	11	3.51	348	81	-160	255	70	-10	213	21	120	7	12	68
2022	7	3	17	28	46	38.68	-116.09	8	3.17	175	90	-125	85	35	0	55	35	295	35	175	35
2022	7	9	10	56	1	60.85	-146.86	33	4.29	331	67	-153	230	65	-25	191	35	100	2	8	55
2022	7	11	15	2	4	38.69	-116.09	6	3.18	186	69	-112	55	30	-45	64	60	293	21	194	21
2022	7	11	16	47	20	38.68	-116.11	6	3.4	174	87	-125	80	35	-5	53	38	293	33	176	35
2022	7	12	2	58	59	60.4	-149.01	41	4.52	210	60	-65	347	38	-126	166	65	282	12	17	21
2022	7	12	7	24	58	60.98	-150.94	72	4.89	195	84	-98	70	10	-35	96	50	292	39	195	8
2022	7	12	13	43	0	28.05	-107.48	18	4.6	313	51	-124	180	50	-55	157	64	66	1	336	26
2022	7	12	16	9	45	54.35	-161.31	29	3.74	72	58	116	210	40	55	144	10	32	66	238	22
2022	7	17	12	51	41	39.98	-98.14	3	3.64	340	50	-75	137	42	-107	311	78	59	4	150	11
2022	7	21	13	35	58	31.68	-104.42	8	4.33	110	50	-80	275	41	-102	73	81	193	5	284	8
2022	7	22	7	15	58	31.61	-103.98	9	3.13	88	68	-125	330	40	-35	316	53	203	16	102	32
2022	7	23	18	47	33	31.56	-104.12	8	3.15	103	56	-97	295	35	-80	348	78	198	10	107	6
2022	7	26	12	4	2	39.98	-98.17	2	3.35	160	60	-60	291	41	-131	119	62	229	10	324	26
2022	7	26	14	5	56	31.67	-104.35	6	2.84	290	50	-75	87	42	-107	261	78	9	4	100	11
2022	7	27	5	35	26	31.68	-104.36	7	3.51	98	45	-95	285	45	-85	283	86	191	0	101	4
2022	7	27	6	30	37	31.68	-104.37	8	3.47	96	46	-100	290	45	-80	286	83	193	0	103	7
2022	7	28	17	12	1	31.66	-104.41	8	3.85	110	50	-80	275	41	-102	73	81	193	5	284	8
2022	8	6	19	51	10	17.85	-66.9	13	3.9	280	90	-15	10	75	-180	234	11	326	11	100	75
2022	8	6	19	53	30	17.86	-66.9	13	4.19	280	80	-20	14	70	-169	235	21	328	7	74	68
2022	8	7	8	15	16	31.72	-104.58	9	3.83	120	65	-80	277	27	-110	50	68	203	19	296	9
2022	8	9	13	12	4	17.98	-66.84	15	3.43	215	60	-125	90	45	-45	74	59	330	8	235	30
2022	8	11	7	17	16	31.68	-104.42	8	4.13	100	55	-95	289	35	-83	351	79	194	10	103	4
2022	8	16	22	6	9	59.21	-152.16	62	4.19	40	75	25	303	66	164	170	6	263	28	69	61
2022	8	17	0	43	58	32.77	-100.66	4	3.34	235	60	-75	27	33	-114	179	71	314	14	47	13
2022	8	20	8	5	22	65.72	-165.19	13	3.54	155	85	-30	248	60	-174	107	24	205	17	326	60
2022	8	20	8	5	22	65.72	-165.19	13	3.54	155	85	-30	248	60	-174	107	24	205	17	326	60
2022	8	23	9	26	45	59.84	-138.08	17	3.73	321	70	94	130	20	80	48	25	237	65	139	3
2022	8	24	13	3	56	63.84	-148.81	110	3.92	72	86	140	165	50	5	125	24	20	30	247	50
2022	8	24	19	5	29	64.62	-165.35	17	3.54	295	70	-60	56	36	-144	243	55	3	19	104	28
2022	8	25	8	33	52	61.23	-146.27	32	3.64	45	75	45	300	47	159	167	17	273	42	60	43
2022	8	26	2	42	28	44.41	-115.2	14	3.55	43	69	-148	300	60	-25	264	38	170	5	73	52
2022	8	30	18	31	27	38.15	-117.9	8	3.57	21	64	-146	275	60	-30	240	41	147	3	54	49
2022	9	1	16	17	27	31.6	-104.01	11	3.87	102	71	-137	355	50	-25	326	43	224	13	121	44
2022	9	1	16	23	29	31.62	-103.99	12	4.48	86	82	-140	350	50	-10	316	33	212	21	95	49
2022	9	2	0	7	37	31.59	-104	11	3.7	98	66	-123	335	40	-40	324	56	211	14	113	29
2022	9	8	8	8	25	47.84	-122.75	20	3.57	75	65	85	267	25	101	169	20	335	70	77	5
2022	9	9	18	51	30	64.75	-149.19	17	3.51	200	90	-15	290	75	-180	154	11	246	11	20	75
2022	9	13	23	41	29	64.17	-148.51	16	3.77	290	85	175	20	85	5	335	0	245	7	65	83
2022	9	18	12	55	19	44.79	-110.81	12	4.1	233	80	170	325	80	10	279	0	189	14	10	76
2022	9	19	1	15	30	64.76	-149.23	17	4.52	185	75	-40	287	52	-161	139	38	241	15	348	48
2022	9	21	4	2	30	62.92	-150.78	108	4.05	50	81	87	250	10	110	143	36	316	54	50	3
2022	9	24	15	18	54	61.49	-145.58	43	4.73	55	85	30	322	60	174	185	17	283	24	64	60
2022	9	29	23	8	10	60.22	-141.19	17	4.95	71	66	97	235	25	75	156	21	355	68	249	6
2022	9	30	23	23	35	60.47	-152.75	15	4.09	50	85	-45	145	45	-173	357	34	106	26	225	45
2022	10	5	3	28	15	59.97	-152.9	122	4.6	70	65	45	317	50	147	190	9	291	49	93	40
2022	10	5	8	26	57	64.56	-134.95	1	4.45	92	50	94	265	40	85	179	5	31	84	269	3
2022	10	5	10	1	40	61.75	-149.78	49	3.83	275	55	-50	39	51	-133	244	58	338	2	69	32
2022	10	5	22	16	48	62.98	-150.44	114	4.79	11	86	135	105	45	5	67	27	318	33	188	45
2022	10	6	5	18	31	61.28	-139.59	13	4.24	110	65	75	322	29	119	211	19	353	67	116	14
2022	10	6	19	30	50	61.85	-147.54	71	4.08	360	85	175	90	85	5	45	0	315	7	135	83
2022	10	6	20	43	13	61.84	-147.55	45	4.73	11	58	-138	255	55	-40	225	51	132	2	41	39
2022	10	7	12	52	35	44.55	-122.56	13	3.97	245	70	70	112	28	133	350	22	126	60	252	19
2022	10	10	5	57	13	54.92	-130.69	10	3.91	342	81	160	75	70	10	30	7	297	21	138	68
2022	10	12	22	22	16	35.95	-97.88	5	3.53	155	80	15	62	75	170	288	3	19	18	188	72
